name	norad	classification	int_desig	epoch_year	epoch_day	dn_o2	ddn_o6	bstar	set_num	inc	raan	ecc	argp	M	n	rev_num	epoch
COSMOS 886 DEB	20673	U	76126CG	2022	92.55178157	0.00013148	0	0.0024567	999	65.5823	155.3521	0.0452421	256.2157	98.8201	14.15606555	50645	14:33.9
ARIANE 3 DEB	20674	U	84081E	2022	92.73885497	3.55E-06	0	0.013278	999	7.1272	279.0767	0.6985524	118.8326	12.2712	2.40668493	26048	43:57.1
COSMOS 2085	20693	U	90061A	2022	92.7438264	-8.00E-07	0	0	999	14.1255	348.0132	0.000725	24.0337	158.0536	1.00264936	11609	51:06.6
SL-12 R/B(2)	20696	U	90061D	2022	92.84493726	1.16E-06	0	0	999	14.0972	347.9198	0.0032198	168.3786	10.8095	1.00230193	11500	16:42.6
TDF 2	20705	U	90063A	2022	92.61192337	-2.21E-06	0	0	999	15.0232	9.9308	0.0044566	299.3345	231.7311	0.98608739	11740	41:10.2
DFS 2	20706	U	90063B	2022	92.2881649	-2.13E-06	0	0	999	14.0016	14.96	0.0001114	23.6686	184.8472	0.99546489	10762	54:57.4
COSMOS 2087	20707	U	90064A	2022	89.56167669	5.23E-06	0	0	999	68.4893	277.9223	0.5628087	66.1784	341.8656	2.00863736	23194	28:48.9
SL-6 R/B(2)	20710	U	90064D	2022	91.22014029	-5.85E-06	0	0	999	69.0498	195.5405	0.5677985	59.0353	344.655	2.04551986	23661	17:00.1
CRRES	20712	U	90065A	2022	92.28806907	6.61E-06	0	0.0015604	999	17.7798	245.2548	0.7091933	138.1438	306.1305	2.46716103	27151	54:49.2
ATLAS 1 CENTAUR R/B	20713	U	90065B	2022	92.65405325	3.63E-05	0	0.0033352	999	17.5252	175.33	0.6912874	232.259	42.9591	2.70922997	30055	41:50.2
ARIANE 44L R/B	20717	U	90063C	2022	92.82106921	1.97E-06	0	0.00079659	999	4.1969	42.0261	0.716791	199.3234	104.9161	2.34523882	26029	42:20.4
ARIANE 44L DEB (SPELDA)	20718	U	90063D	2022	92.74250748	0.00016982	0	0.0073279	999	5.1072	265.5835	0.6203613	98.1037	331.8682	3.70380681	36372	49:12.6
COSMOS 2088	20720	U	90066A	2022	92.892754	-2.00E-08	0	0.00011218	999	73.5967	290.0868	0.0025927	296.1442	167.3023	12.40748689	43459	25:33.9
SL-14 R/B	20721	U	90066B	2022	92.96312508	-2.00E-07	0	-1.59E-05	999	73.5968	279.422	0.0024505	287.3076	182.8862	12.4107016	43541	06:54.0
NAVSTAR 20 (USA 63)	20724	U	90068A	2022	91.36538587	4.00E-07	0	0	999	53.895	128.3679	0.0039737	304.3534	23.1711	1.87185445	22111	46:09.3
COSMOS 2090	20735	U	90070A	2022	92.96744671	5.00E-07	0	0.00020931	999	82.5702	179.4904	0.0013159	327.0273	209.0006	12.65300221	46164	13:07.4
COSMOS 2091	20736	U	90070B	2022	92.87182359	1.90E-07	0	4.77E-05	999	82.5784	228.9005	0.0002955	8.1213	106.8833	12.62502771	45844	55:25.6
COSMOS 2092	20737	U	90070C	2022	92.85775267	2.30E-07	0	7.01E-05	999	82.5719	209.2028	0.000435	35.5011	81.8816	12.63288739	45936	35:09.8
COSMOS 2093	20738	U	90070D	2022	93.0511545	3.70E-07	0	0.00014572	999	82.5784	204.7116	0.0008295	7.3514	167.9103	12.64036938	46048	13:39.7
COSMOS 2094	20739	U	90070E	2022	92.8376401	3.40E-07	0	0.00012418	999	82.5797	196.8249	0.0010742	351.234	132.4759	12.64697201	46101	06:12.1
COSMOS 2095	20740	U	90070F	2022	93.17476873	4.70E-07	0	0.0001957	999	82.5767	175.2095	0.0017931	280.0786	139.379	12.6607971	46284	11:40.0
SL-14 R/B	20741	U	90070G	2022	92.90073178	2.40E-07	0	8.25E-05	999	82.5763	318.8485	0.0034821	255.4755	113.9681	12.55699999	45071	37:03.2
TITAN 3C TRANSTAGE DEB	20760	U	65108AE	2022	90.05819535	1.07E-06	0	0.0018931	999	27.1404	291.3017	0.6711427	240.7612	350.6183	2.82306583	10769	23:48.1
THOR 1 (MARCOPOLO 2)	20762	U	90074A	2022	92.68338424	-2.99E-06	0	0	999	13.7753	17.7879	0.0003222	26.5614	161.1542	0.99210223	3096	24:04.4
DELTA 2 R/B	20763	U	90074B	2022	92.72321356	7.04E-05	0	0.0006797	999	24.7595	235.3991	0.0390885	130.6228	232.8952	14.46978679	65400	21:25.7
MARCOPOLO 2 R/B(PAM-D)	20764	U	90074C	2022	92.77555833	-2.20E-07	0	0.00035379	999	21.3653	66.3145	0.7280734	217.1522	58.441	2.17820761	25024	36:48.2
BS-3A (YURI 3A)	20771	U	90077A	2022	92.61643287	-2.04E-06	0	0	999	15.491	9.5083	0.0006379	246.9245	276.5703	0.98812173	12039	47:39.8
COSMOS 2098	20774	U	90078A	2022	93.21524456	3.11E-05	0	0.00024262	999	82.9482	166.1238	0.0807698	288.6924	62.8273	13.74496428	56038	09:57.1
SL-8 R/B	20775	U	90078B	2022	92.95503731	0.0001787	0	0.00085478	999	82.9279	45.6438	0.0555414	322.7221	33.6592	14.38647501	59965	55:15.2
SKYNET 4C	20776	U	90079A	2022	92.87977135	1.18E-06	0	0	999	13.828	0.6295	0.0002946	355.4514	185.2046	1.00267954	11553	06:52.2
EUTE 2-F1	20777	U	90079B	2022	90.94168421	6.00E-08	0	0	999	14.7456	9.618	0.0001325	41.6727	148.33	0.99346463	9548	36:01.5
FENGYUN 1B	20788	U	90081A	2022	92.89630693	5.10E-07	0	6.08E-05	999	98.8174	88.3402	0.0014975	295.5322	64.4296	14.0275872	61613	30:40.9
CZ-4 R/B	20791	U	90081D	2022	92.94110411	5.70E-07	0	7.56E-05	999	98.8478	90.1485	0.0052252	311.9928	106.9336	13.92689188	60473	35:11.4
CZ-4 DEB	20792	U	90081E	2022	92.94910864	8.52E-06	0	0.00045382	999	98.6475	91.7047	0.0017283	118.0894	242.203	14.15921204	62573	46:43.0
CZ-4 DEB	20793	U	90081F	2022	92.95945271	8.58E-06	0	0.00045276	999	98.6458	88.489	0.0022285	74.4173	313.2708	14.16302071	62570	01:36.7
CZ-4 DEB	20797	U	90081G	2022	92.94515448	7.48E-06	0	0.00041464	999	98.6704	87.6361	0.0007733	198.831	213.8334	14.14194345	62455	41:01.3
CZ-4 DEB	20798	U	90081H	2022	92.88383402	8.81E-06	0	0.00045514	999	98.6374	86.6278	0.0010783	56.5604	303.6601	14.17511572	62671	12:43.3
GOES 2 AKM	20799	U	77048G	2022	92.47017316	-3.58E-06	0	0	999	7.9623	295.2397	0.0213779	58.5443	143.5777	1.00563678	10237	17:03.0
METEOSAT 4 AKM	20800	U	89020E	2022	92.39479079	2.60E-07	0	0	999	12.8246	341.8167	0.0123829	214.4478	339.4652	1.00446998	10076	28:29.9
GOES 3 AKM	20801	U	78062D	2022	92.49941168	-3.64E-06	0	0	999	10.222	302.5477	0.0110079	46.7851	329.2991	0.99477254	11543	59:09.2
COSMOS 2100	20804	U	90083A	2022	92.87532829	6.30E-07	0	5.12E-05	999	82.9407	225.3461	0.0035831	238.6107	237.0556	13.74358751	58219	00:28.4
SL-8 R/B	20805	U	90083B	2022	92.83618204	1.10E-06	0	9.74E-05	999	82.9401	201.0805	0.0030884	180.9205	292.4535	13.75950879	58386	04:06.1
CRRES DEB (CANISTER)	20811	U	90065C	2022	90.76115101	1.82E-05	0	0.0013626	999	17.606	252.4344	0.6964935	78.9618	346.4559	2.65128253	8026	16:03.4
METEOR 2-20	20826	U	90086A	2022	93.21222617	1.40E-07	0	-3.42E-07	999	82.527	341.6389	0.0013778	20.5999	339.5714	13.84268705	59199	05:36.3
SL-14 R/B	20827	U	90086B	2022	92.77388335	5.30E-07	0	3.41E-05	999	82.5303	346.5755	0.0013562	35.762	324.4446	13.83911231	59150	34:23.5
NAVSTAR 21 (USA 64)	20830	U	90088A	2022	92.62679736	-6.20E-07	0	0	999	55.461	62.3576	0.002374	266.7338	279.0683	1.87753245	22395	02:35.3
SMS 2 AKM	20835	U	75011F	2022	92.76962213	-9.90E-07	0	0	999	7.7316	293.3207	0.0095983	97.0077	279.7974	0.98588345	3143	28:15.4
SL-12 R/B(2)	20836	U	74060F	2022	92.73815722	1.30E-06	0	0	999	5.2841	283.7233	0.0019437	171.0174	44.9654	1.00204913	3059	42:56.8
METEOSAT 2 AKM (MAGE 1)	20837	U	81057F	2022	92.63459733	1.40E-07	0	0	999	11.0266	312.628	0.0078823	167.2066	189.358	0.99362608	10412	13:49.2
IUS R/B(1)	20843	U	90090C	2022	92.64405505	3.65E-05	0	0.0015896	999	28.178	113.5595	0.6752038	343.295	2.4071	2.94646026	31947	27:26.4
CZ-4 DEB	20846	U	90081J	2022	92.7872342	1.52E-05	0	0.0016184	999	99.0471	173.2652	0.0203017	252.4968	222.0487	13.67201919	57162	53:37.0
CZ-4 DEB	20847	U	90081K	2022	93.1014735	0.0002111	0	0.0022096	999	98.5597	124.8627	0.0015693	199.8364	160.2243	14.89548949	66547	26:07.3
CZ-4 DEB	20848	U	90081L	2022	92.77716924	7.85E-06	0	0.00072358	999	98.9093	277.6294	0.0214136	278.8438	92.1144	13.75765679	57529	39:07.4
CZ-4 DEB	20849	U	90081M	2022	92.98683998	1.23E-05	0	0.0006778	999	98.5809	102.6713	0.0043203	183.891	176.1933	14.12693481	61888	41:03.0
CZ-4 DEB	20850	U	90081N	2022	92.90321133	5.67E-06	0	0.00023128	999	98.6579	146.0959	0.0076299	68.8796	104.318	14.29577092	64327	40:37.5
CZ-4 DEB	20852	U	90081Q	2022	92.99231976	1.62E-05	0	0.00078434	999	98.5855	89.6663	0.0015678	5.9797	354.1564	14.197816	62744	48:56.4
CZ-4 DEB	20853	U	90081R	2022	92.91218039	3.84E-05	0	0.0012447	999	98.2572	111.7512	0.0021328	311.666	114.7485	14.3939567	63562	53:32.4
CZ-4 DEB	20855	U	90081T	2022	92.95481444	1.49E-06	0	0.00011075	999	98.7071	96.8598	0.002449	153.5573	267.7311	14.08715118	62298	54:56.0
CZ-4 DEB	20858	U	90081W	2022	92.68891819	3.03E-05	0	0.00090648	999	98.3925	130.272	0.0038852	114.1029	359.2984	14.43157613	64327	32:02.5
CZ-4 DEB	20861	U	90081Z	2022	92.89684032	6.35E-05	0	0.0015524	999	98.1702	139.5777	0.0016039	209.2469	150.783	14.52787188	64788	31:27.0
CZ-4 DEB	20862	U	90081AA	2022	92.81359822	2.11E-06	0	0.00027965	999	99.0245	25.6809	0.0235813	222.3719	199.2411	13.60168845	56418	31:34.9
CZ-4 DEB	20864	U	90081AC	2022	92.87035442	7.06E-06	0	0.00048176	999	98.963	176.6462	0.0072208	172.7995	300.4803	14.01810382	60420	53:18.6
CZ-4 DEB	20865	U	90081AD	2022	92.90463926	7.35E-05	0	0.0018189	999	98.1522	87.6186	0.0033647	134.5945	285.9522	14.51931091	64918	42:40.8
CZ-4 DEB	20866	U	90081AE	2022	92.93534043	5.24E-06	0	0.00033776	999	98.7768	81.9201	0.007079	309.6118	117.0194	14.06064753	61137	26:53.4
CZ-4 DEB	20867	U	90081AF	2022	92.89333913	3.12E-06	0	0.00021317	999	98.8018	84.8323	0.0105755	333.4723	94.9595	14.04231869	61082	26:24.5
CZ-4 DEB	20868	U	90081AG	2022	92.97962703	3.16E-06	0	0.0003191	999	98.9398	87.0125	0.0172611	348.0402	11.6676	13.78003663	58168	30:39.8
CZ-4 DEB	20870	U	90081AJ	2022	92.92895641	6.37E-06	0	0.00038316	999	98.7449	84.7155	0.0034708	22.0881	38.623	14.09973405	61613	17:41.8
SBS 6	20872	U	90091A	2022	92.6824374	-2.47E-06	0	0	999	10.3428	39.069	0.0008678	59.3242	145.9554	0.98995592	3088	22:42.6
GALAXY 6	20873	U	90091B	2022	92.08230181	-1.67E-06	0	0	999	12.9969	20.8933	0.0002074	62.6031	129.8299	0.997683	10945	58:30.9
CZ-4 DEB	20876	U	90081AL	2022	92.90544163	1.78E-05	0	0.00070424	999	98.4642	108.468	0.0018324	49.0264	71.1953	14.29925117	63693	43:50.2
CZ-4 DEB	20877	U	90081AM	2022	92.90367185	5.45E-05	0	0.0013537	999	98.2247	107.0629	0.0024708	123.0561	302.0248	14.51981815	64453	41:17.2
CZ-4 DEB	20878	U	90081AN	2022	93.02929411	7.21E-05	0	0.0017268	999	98.1753	116.978	0.0017493	196.6827	163.3796	14.53686883	64348	42:11.0
CZ-4 DEB	20879	U	90081AP	2022	92.93059669	8.39E-06	0	0.00057938	999	99.3059	229.7504	0.0106572	61.1162	50.5161	13.99322324	42635	20:03.6
CZ-4 DEB	20881	U	90081AR	2022	92.94089008	2.95E-05	0	0.0010764	999	98.4691	102.037	0.0086994	191.8725	168.0408	14.31709225	63133	34:52.9
CZ-4 DEB	20883	U	90081AT	2022	92.94488205	1.67E-05	0	0.00068412	999	98.5066	91.0489	0.0013142	226.3708	192.7402	14.28450181	63030	40:37.8
CZ-4 DEB	20884	U	90081AU	2022	92.8949854	1.54E-05	0	0.00078593	999	98.5839	133.1234	0.0030604	47.9585	312.4187	14.16928681	43735	28:46.7
CZ-4 DEB	20885	U	90081AV	2022	92.55873097	1.43E-06	0	0.00014636	999	98.8952	133.9375	0.0066887	206.8478	310.1582	13.90328321	59656	24:34.4
CZ-4 DEB	20886	U	90081AW	2022	92.96379465	2.87E-06	0	0.00039095	999	99.057	348.0887	0.0246755	97.6445	277.0808	13.54437743	55431	07:51.9
CZ-4 DEB	20887	U	90081AX	2022	92.95727882	2.61E-05	0	0.00087983	999	98.4087	100.7808	0.0025259	116.5954	301.3673	14.3768604	63790	58:28.9
CZ-4 DEB	20888	U	90081AY	2022	92.89111806	1.09E-05	0	0.00046083	999	99.1397	226.0717	0.0213224	305.1107	53.0242	14.16266463	60868	23:12.6
CZ-4 DEB	20889	U	90081AZ	2022	92.84688629	5.66E-06	0	0.00038566	999	98.9635	180.5991	0.0073922	173.0455	187.1755	14.02639582	60468	19:31.0
CZ-4 DEB	20890	U	90081BA	2022	92.2471539	2.20E-06	0	0.00015955	999	98.7745	84.9389	0.0014853	105.5152	254.7658	14.06132804	61432	55:54.1
CZ-4 DEB	20891	U	90081BB	2022	92.96853207	2.43E-06	0	0.00030265	999	99.1108	199.2267	0.0213513	298.7574	112.3757	13.64877447	56660	14:41.2
CZ-4 DEB	20892	U	90081BC	2022	92.93397233	8.29E-06	0	0.00076019	999	99.0453	343.6244	0.0164948	132.6613	239.2224	13.79715751	57853	24:55.2
CZ-4 DEB	20893	U	90081BD	2022	93.06499656	6.20E-05	0	0.0016593	999	98.2101	117.188	0.0007512	340.7534	77.603	14.48543475	64150	33:35.7
CZ-4 DEB	20894	U	90081BE	2022	92.57257306	1.43E-05	0	0.00060398	999	98.5071	100.6398	0.0021546	149.5699	331.9117	14.2709684	63065	44:30.3
CZ-4 DEB	20895	U	90081BF	2022	92.80490694	4.07E-05	0	0.0012186	999	98.4499	127.8406	0.0028329	180.638	235.1855	14.43098788	64215	19:04.0
CZ-4 DEB	20898	U	90081BJ	2022	92.78258666	7.14E-05	0	0.0014204	999	98.2686	121.6268	0.0038679	122.6417	296.7022	14.61879039	65493	46:55.5
CZ-4 DEB	20899	U	90081BK	2022	92.8801663	4.53E-05	0	0.0014501	999	98.3987	168.4301	0.001436	196.3431	224.3013	14.40002752	63376	07:26.4
CZ-4 DEB	20900	U	90081BL	2022	93.07812594	5.93E-05	0	0.0020092	999	99.031	31.9952	0.0048064	127.1444	245.6391	14.36442553	62511	52:30.1
CZ-4 DEB	20902	U	90081BN	2022	92.88250953	4.10E-06	0	0.00031201	999	99.1932	206.9663	0.0079375	69.5676	47.5473	13.97976694	59997	10:48.8
CZ-4 DEB	20903	U	90081BP	2022	93.05531206	5.59E-06	0	0.00024395	999	98.492	124.3115	0.0056476	282.9778	129.7674	14.26889451	63510	19:39.0
CZ-4 DEB	20904	U	90081BQ	2022	92.91636861	3.95E-05	0	0.0013089	999	98.3787	93.623	0.0025936	92.2917	327.5294	14.38183744	63608	59:34.2
CZ-4 DEB	20906	U	90081BS	2022	92.79991045	1.20E-06	0	0.00014705	999	99.1687	180.995	0.0106337	181.3037	296.8825	13.81384861	58637	11:52.3
CZ-4 DEB	20907	U	90081BT	2022	92.34148515	7.96E-05	0	0.0016899	999	98.161	119.4166	0.0011126	191.5156	296.0341	14.59324181	64761	11:44.3
CZ-4 DEB	20912	U	90081BV	2022	92.66254194	1.45E-05	0	0.00059924	999	98.4959	99.6342	0.0016423	124.8187	301.0355	14.28049505	62964	54:03.6
CZ-4 DEB	20913	U	90081BW	2022	92.52848031	6.33E-06	0	0.00036712	999	98.7411	87.5752	0.0103196	25.0634	97.8831	14.09627278	61491	41:00.7
CZ-4 DEB	20915	U	90081BY	2022	92.8752217	6.72E-06	0	0.00031108	999	98.5203	108.3104	0.0037614	187.1498	294.0765	14.2361254	62994	00:19.2
INMARSAT 2-F1	20918	U	90093A	2022	92.46692508	2.80E-07	0	0	999	12.343	15.3451	0.0011713	358.7366	221.9518	0.98874964	3232	12:22.3
GORIZONT 21	20923	U	90094A	2022	92.50189028	8.60E-07	0	0	999	14.1698	348.4431	0.0002388	190.0553	45.8765	1.00360514	11503	02:43.3
SL-12 R/B(2)	20926	U	90094D	2022	92.49988633	-2.78E-06	0	0	999	13.9629	347.7985	0.0038336	111.3594	218.2455	1.00858921	11572	59:50.2
USA 65	20929	U	90095A	2022	91.78632214	-2.10E-07	0	0	999	14.9488	355.211	0.0009205	54.5717	305.4818	0.98396089	1033	52:18.2
IUS R/B(2)	20932	U	90095D	2022	92.27291114	5.40E-07	0	0	999	14.9087	353.7968	0.0008469	32.8252	327.1955	0.99251429	1047	32:59.5
SATCOM C1	20945	U	90100A	2022	92.58627872	-7.70E-07	0	0	999	12.0592	25.4033	0.0018153	2.1174	207.9289	0.9918649	11174	04:14.5
GSTAR 4	20946	U	90100B	2022	92.49990861	3.70E-07	0	0	999	13.2352	20.9442	0.0008877	349.035	244.1948	0.9914154	3157	59:52.1
ARIANE 42P R/B	20947	U	90100C	2022	92.65981574	0.00051772	0	0.0027312	999	7.0231	224.8578	0.6145646	332.0282	5.376	3.8810788	31572	50:08.1
GORIZONT 22	20953	U	90102A	2022	92.63799279	-3.79E-06	0	0	999	14.1279	348.8069	0.0004341	24.8021	168.8501	1.00342223	11496	18:42.6
NAVSTAR 22 (USA 66)	20959	U	90103A	2022	91.12128878	2.60E-07	0	0	999	54.9092	104.8814	0.0017797	61.7778	298.4478	1.88155787	22692	54:39.4
GOES 1 AKM	20962	U	75100F	2022	92.38296525	-2.08E-06	0	0	999	6.1718	284.4652	0.0289968	33.721	327.8485	1.01931989	12048	11:28.2
USA 67 R/B(2)	20965	U	90097D	2022	92.84733806	0.0007602	0	0.0023652	999	24.9338	346.8105	0.5929738	14.3444	357.062	4.22537265	4341	20:10.0
CZ-4 DEB	20969	U	90081CB	2022	92.90984337	2.50E-05	0	0.0008803	999	98.4276	103.1872	0.0046456	289.3714	136.2152	14.35057786	63562	50:10.5
CZ-4 DEB	20972	U	90081CE	2022	92.95500861	1.92E-05	0	0.00072294	999	98.4497	100.7025	0.0018106	301.0936	124.7507	14.3250614	63416	55:12.7
CZ-4 DEB	20973	U	90081CF	2022	92.81881262	2.82E-05	0	0.00074539	999	98.3442	142.5585	0.0044981	261.4384	151.4377	14.49002794	64686	39:05.4
CZ-4 DEB	20974	U	90081CG	2022	92.52134931	1.42E-05	0	0.00060494	999	98.5122	99.6748	0.0015483	179.9519	306.5533	14.26766242	63007	30:44.6
DMSP 5D-2 F10 (USA 68)	20978	U	90105A	2022	92.90431363	3.47E-06	0	0.00012556	999	98.7881	107.5282	0.007345	170.4479	189.8124	14.38246545	64154	42:12.7
COSMOS 2109 (GLONASS)	21006	U	90110A	2022	92.23843439	4.90E-07	0	0	999	64.247	123.9967	0.0084923	198.1553	163.8052	2.13102421	24373	43:20.7
COSMOS 2110 (GLONASS)	21007	U	90110B	2022	92.10488674	5.10E-07	0	0	999	64.2674	124.3877	0.0045501	199.5492	245.9546	2.13101352	24371	31:02.2
COSMOS 2111 (GLONASS)	21008	U	90110C	2022	92.09397145	5.10E-07	0	0	999	64.2478	124.0792	0.0019181	238.0203	202.8431	2.13098936	24364	15:19.1
SL-12 R/B(2)	21011	U	90110F	2022	91.38096719	5.70E-07	0	0	999	64.2521	123.4262	0.0006178	248.2099	111.8278	2.1326143	24390	08:35.6
SL-12 R/B(AUX MOTOR)	21012	U	90110G	2022	92.98233529	1.31E-06	0	0.00056376	999	65.4564	295.8201	0.5609129	96.8346	326.6195	4.37686351	48843	34:33.8
SL-12 R/B(AUX MOTOR)	21013	U	90110H	2022	92.91936093	4.02E-06	0	0.00060324	999	65.2278	283.2007	0.5427603	63.9472	341.455	4.73580431	51502	03:52.8
COSMOS 2112	21014	U	90111A	2022	92.83610934	1.62E-06	0	6.78E-05	999	74.0468	233.5746	0.0026736	80.74	279.6773	14.33448828	63707	03:59.8
SL-8 R/B	21015	U	90111B	2022	92.90480197	2.12E-06	0	8.14E-05	999	74.0514	165.8577	0.0021886	354.4596	5.6311	14.36098928	73718	42:54.9
RADUGA 26	21016	U	90112A	2022	92.81192293	6.30E-07	0	0	999	14.1917	349.4273	0.0008732	78.4905	108.3897	1.00268726	11485	29:10.1
SL-12 R/B(2)	21019	U	90112D	2022	92.67893609	-3.23E-06	0	0	999	14.2439	349.587	0.0028447	133.6597	58.0346	1.00017989	10456	17:40.1
COSMOS 2114	21028	U	90114A	2022	92.6034864	3.50E-07	0	0.00013299	999	82.5752	135.1419	0.0005303	163.7105	312.7056	12.62741115	44145	29:01.2
COSMOS 2115	21029	U	90114B	2022	92.60314972	2.10E-07	0	5.54E-05	999	82.5635	115.7421	0.0004619	90.7339	30.0364	12.63477243	44235	28:32.1
COSMOS 2116	21030	U	90114C	2022	92.58734398	2.70E-07	0	8.92E-05	999	82.5696	111.538	0.0004801	11.3508	107.0404	12.64265967	44325	05:46.5
COSMOS 2117	21031	U	90114D	2022	92.54127087	2.90E-07	0	0.00010079	999	82.5699	103.1513	0.0007588	332.0553	141.5798	12.64967418	44398	59:25.8
COSMOS 2118	21032	U	90114E	2022	92.51193379	1.70E-07	0	3.34E-05	999	82.5618	86.6664	0.001007	297.5334	62.4735	12.65499213	44456	17:11.1
COSMOS 2119	21033	U	90114F	2022	93.08303259	7.00E-08	0	-2.04E-05	999	82.569	82.1048	0.0013379	236.9487	189.792	12.66310468	44587	59:34.0
SL-14 R/B	21034	U	90114G	2022	92.89525093	-4.00E-08	0	-8.60E-05	999	82.5686	220.2079	0.0038958	213.0103	264.0456	12.55519283	43332	29:09.7
RADUGA 1-2	21038	U	90116A	2022	93.12271493	-2.30E-07	0	0	999	14.2287	349.4975	0.0009664	89.3467	222.7834	1.002185	11450	56:42.6
SL-12 R/B(2)	21041	U	90116D	2022	92.55160255	-2.13E-06	0	0	999	15.0831	352.3502	0.0037174	62.5122	126.3972	0.97943657	11137	14:18.5
SL-12 R/B(2)	21046	U	90102D	2022	92.07602211	-1.71E-06	0	0	999	15.0668	352.0132	0.001827	155.0306	32.2133	0.97867453	10354	49:28.3
NATO 4A	21047	U	91001A	2022	92.22595389	-1.28E-06	0	0	999	13.2262	3.799	0.0003893	101.784	104.7356	0.98283301	11304	25:22.4
DELTA 2 R/B	21048	U	91001B	2022	92.88634635	1.48E-06	0	-1.50E-05	999	18.4495	177.8742	0.1189045	69.4226	302.9504	11.85293144	35406	16:20.3
NATO 4A R/B(PAM-D)	21049	U	91001C	2022	92.10595413	-5.80E-07	0	0.0030536	999	25.3469	129.4705	0.7069578	71.0347	351.7972	2.26557128	25846	32:34.4
ATS 5 AKM	21052	U	69069C	2022	92.79631088	-3.12E-06	0	0	999	4.6081	287.2405	0.0119077	263.9783	262.3666	0.98183201	3129	06:41.3
ITALSAT 1	21055	U	91003A	2022	92.63799279	-3.65E-06	0	0	999	14.8871	3.4213	0.0017987	24.6036	149.5455	0.99964746	10172	18:42.6
EUTE 2-F2	21056	U	91003B	2022	92.28159181	-1.06E-06	0	0	999	14.4729	12.9732	0.000674	73.2479	127.7081	0.98939412	10101	45:29.5
INFORMATOR 1	21087	U	91006A	2022	92.79651889	9.10E-07	0	7.90E-05	999	82.9472	183.953	0.0034782	202.749	278.5639	13.75308976	56434	06:59.2
SL-8 R/B	21088	U	91006B	2022	92.94699701	1.28E-06	0	0.00011354	999	82.9439	158.6137	0.0024084	98.6998	74.8714	13.77190571	56629	43:40.5
COSMOS 2123	21089	U	91007A	2022	92.91197015	5.10E-07	0	3.77E-05	999	82.9262	38.0452	0.0027838	269.2183	148.603	13.74694437	56283	53:14.2
SL-8 R/B	21090	U	91007B	2022	92.8689095	7.50E-07	0	6.09E-05	999	82.9259	14.8121	0.0020547	177.3432	182.7838	13.76414993	56454	51:13.8
SL-8 DEB	21091	U	91007C	2022	92.7811823	2.89E-06	0	0.00026285	999	82.9342	353.4656	0.0028923	99.7537	323.381	13.79953534	56715	44:54.2
COSMOS 2125	21100	U	91009A	2022	92.76917056	-2.00E-08	0	9.07E-05	999	74.0311	201.9452	0.0010098	344.4484	127.3255	12.49931384	42075	27:36.3
COSMOS 2126	21101	U	91009B	2022	93.03524289	3.00E-08	0	0.00013088	999	74.0295	311.3194	0.0019333	197.0949	162.9451	12.46033839	41653	50:45.0
COSMOS 2127	21102	U	91009C	2022	92.93423531	-2.80E-07	0	-8.51E-05	999	74.0275	252.0181	0.0006414	125.9248	352.9083	12.48144448	41872	25:17.9
COSMOS 2128	21103	U	91009D	2022	93.12732257	1.40E-07	0	0.00019482	999	74.0289	146.488	0.0015506	235.7231	124.2353	12.51889435	42319	03:20.7
COSMOS 2129	21104	U	91009E	2022	92.72020899	-1.80E-07	0	-9.98E-06	999	74.0269	95.3259	0.0025049	177.7777	297.0835	12.53706923	42495	17:06.1
COSMOS 2130	21105	U	91009F	2022	92.85975727	6.00E-08	0	0.00012958	999	74.0338	357.444	0.0042983	62.8605	1.6455	12.57142495	42888	38:03.0
COSMOS 2131	21106	U	91009G	2022	92.92775222	-4.00E-08	0	7.46E-05	999	74.0292	306.5809	0.0051837	354.9269	107.6425	12.58924489	43092	15:57.8
COSMOS 2132	21107	U	91009H	2022	93.06082317	-2.10E-07	0	-3.35E-05	999	74.0321	45.1323	0.0033471	115.3219	319.8439	12.55464331	42726	27:35.1
SL-8 R/B	21108	U	91009J	2022	92.8970834	3.90E-07	0	0.00050662	999	74.0584	5.2865	0.017579	333.0703	90.5923	12.18481452	27852	31:48.0
SL-8 DEB	21109	U	91009K	2022	92.9166908	-5.89E-06	0	-0.0052903	999	74.0305	329.4044	0.0170363	340.4656	28.9018	12.20248982	38595	00:02.1
SL-8 DEB	21110	U	91009L	2022	92.88986674	1.78E-06	0	0.00197	999	74.0484	279.5256	0.0219499	292.6543	178.2988	12.10047579	37309	21:24.5
COSMOS 2133	21111	U	91010A	2022	92.74565799	-1.66E-06	0	0	999	14.2559	354.119	0.0007956	107.2852	78.3493	1.00268921	11403	53:44.8
SL-8 DEB	21115	U	91009M	2022	92.31229115	1.25E-06	0	0.0013296	999	74.0394	55.0341	0.0180634	52.911	96.2476	12.16658744	38223	29:42.0
MOLNIYA 1-80	21118	U	91012A	2022	91.64382399	-8.77E-06	0	0	999	65.1637	341.4029	0.6824806	278.7079	15.3563	2.05242926	22940	27:06.4
SL-6 R/B(2)	21121	U	91012D	2022	90.08889101	-9.15E-06	0	0	999	64.8749	310.0506	0.6772559	274.6526	17.0298	2.05803446	23370	08:00.2
SL-3 DEB	21126	U	64053C	2022	92.90174368	6.68E-06	0	0.00014388	999	65.0799	18.2798	0.0045533	126.418	304.5591	14.65487252	4052	38:30.7
